age,job,marital,education,default,housing,loan,contact,month,poutcome,y
45,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
38,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
45,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
26,blue-collar,single,secondary,no,yes,yes,cellular,jul,unknown,no
32,services,married,secondary,no,no,no,cellular,jul,unknown,no
33,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
36,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
42,technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
26,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
42,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
47,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
32,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
56,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
49,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,no
56,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,no
41,entrepreneur,married,secondary,no,no,no,cellular,jul,unknown,no
42,technician,single,secondary,no,no,no,cellular,jul,unknown,no
52,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
55,services,married,secondary,no,yes,no,cellular,jul,unknown,no
46,self-employed,married,tertiary,no,no,no,telephone,jul,unknown,no
32,admin.,single,tertiary,no,no,yes,cellular,jul,unknown,no
39,services,married,secondary,no,no,no,cellular,jul,unknown,no
46,technician,married,tertiary,no,yes,yes,cellular,jul,unknown,no
44,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
39,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,no
55,self-employed,divorced,secondary,no,no,no,cellular,jul,unknown,no
52,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
58,technician,married,secondary,no,no,no,telephone,jul,unknown,no
36,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
35,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
48,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
41,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
51,management,married,tertiary,yes,no,yes,cellular,jul,unknown,no
47,technician,single,secondary,no,no,no,cellular,jul,unknown,no
51,services,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
51,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,no
43,entrepreneur,married,tertiary,yes,no,yes,telephone,jul,unknown,no
45,management,married,primary,no,no,no,telephone,jul,unknown,no
49,management,married,secondary,no,no,no,cellular,jul,unknown,no
58,retired,married,primary,no,no,no,telephone,jul,unknown,no
45,housemaid,married,primary,no,no,no,telephone,jul,unknown,no
54,housemaid,married,primary,no,no,no,cellular,jul,unknown,no
52,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
39,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
34,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
58,retired,divorced,secondary,no,no,no,cellular,jul,unknown,no
51,services,single,secondary,no,yes,no,cellular,jul,unknown,no
34,services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
34,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
38,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
48,unemployed,married,primary,no,no,no,cellular,jul,unknown,no
37,unemployed,married,tertiary,no,no,no,cellular,jul,unknown,no
46,entrepreneur,married,secondary,no,no,no,cellular,jul,unknown,no
42,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,no
52,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
44,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
34,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
29,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
25,services,single,unknown,no,no,no,cellular,jul,unknown,no
39,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,no
41,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
48,management,married,primary,no,no,no,cellular,jul,unknown,no
33,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,yes
49,self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
54,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
50,services,married,unknown,no,no,no,telephone,jul,unknown,no
49,management,married,unknown,no,yes,no,cellular,jul,unknown,no
27,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
57,services,married,secondary,no,yes,no,cellular,jul,unknown,no
51,unknown,married,unknown,no,no,no,cellular,jul,unknown,no
36,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
45,management,single,tertiary,no,no,no,cellular,jul,unknown,no
53,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
27,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
58,retired,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
25,services,single,secondary,no,yes,no,cellular,jul,unknown,no
36,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
57,retired,married,tertiary,no,no,no,telephone,jul,unknown,no
43,unemployed,married,primary,no,no,no,cellular,jul,unknown,no
47,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
57,admin.,married,secondary,no,no,no,telephone,jul,unknown,no
48,services,married,secondary,no,yes,no,cellular,jul,unknown,no
55,retired,married,secondary,no,no,yes,cellular,jul,unknown,no
59,management,married,tertiary,no,no,no,cellular,jul,unknown,no
33,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
42,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
40,management,married,tertiary,no,no,no,telephone,jul,unknown,no
52,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
35,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
47,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
29,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,no
45,services,married,secondary,no,yes,no,telephone,jul,unknown,no
49,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
36,self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
47,unemployed,married,secondary,no,no,no,cellular,jul,unknown,yes
43,blue-collar,married,primary,no,no,no,telephone,jul,unknown,no
44,technician,married,primary,no,no,no,cellular,jul,unknown,no
29,management,single,tertiary,yes,no,yes,cellular,jul,unknown,no
30,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
35,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,no
50,management,married,secondary,no,no,no,telephone,jul,unknown,no
53,technician,married,unknown,no,no,no,cellular,jul,unknown,no
54,admin.,married,unknown,no,yes,no,cellular,jul,unknown,no
31,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
45,unknown,married,unknown,no,no,no,telephone,jul,unknown,no
40,management,married,unknown,no,yes,no,cellular,jul,unknown,no
59,housemaid,married,tertiary,no,no,yes,cellular,jul,unknown,no
57,management,married,tertiary,no,no,no,cellular,jul,unknown,no
47,technician,married,secondary,no,no,no,cellular,jul,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
52,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
57,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
45,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
55,technician,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
35,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
41,unemployed,married,primary,no,yes,no,cellular,jul,unknown,no
36,technician,single,secondary,no,yes,yes,cellular,jul,unknown,no
41,unemployed,single,secondary,no,no,no,cellular,jul,unknown,no
43,unemployed,married,tertiary,no,yes,yes,cellular,jul,unknown,no
32,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
32,services,married,primary,no,yes,no,cellular,jul,unknown,no
59,services,married,primary,no,no,no,telephone,jul,unknown,no
40,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
52,retired,married,tertiary,no,no,yes,cellular,jul,unknown,no
48,blue-collar,divorced,secondary,no,no,no,telephone,jul,unknown,no
30,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
32,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
58,admin.,married,secondary,no,yes,no,telephone,jul,unknown,yes
56,technician,married,secondary,no,no,no,telephone,jul,unknown,no
60,self-employed,married,primary,no,no,yes,cellular,jul,unknown,yes
28,housemaid,single,primary,no,no,yes,cellular,jul,unknown,no
52,unknown,married,primary,no,no,no,cellular,jul,unknown,no
29,technician,single,tertiary,no,yes,yes,cellular,jul,unknown,no
36,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
53,technician,married,secondary,no,no,no,telephone,jul,unknown,no
49,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
56,retired,married,primary,no,yes,no,cellular,jul,unknown,no
34,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
28,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
45,technician,married,tertiary,no,no,no,cellular,jul,unknown,no
26,self-employed,divorced,secondary,no,yes,no,cellular,jul,unknown,no
56,housemaid,married,secondary,no,no,no,cellular,jul,unknown,no
31,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
54,housemaid,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
49,management,married,secondary,no,no,yes,cellular,jul,unknown,no
41,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
55,technician,married,secondary,no,no,no,cellular,jul,unknown,no
30,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
47,management,married,tertiary,no,no,no,telephone,jul,unknown,no
41,technician,married,tertiary,no,no,yes,cellular,jul,unknown,no
39,entrepreneur,married,tertiary,no,yes,yes,cellular,jul,unknown,no
47,housemaid,divorced,primary,no,no,no,telephone,jul,unknown,no
49,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
58,retired,married,secondary,no,no,no,cellular,jul,unknown,no
42,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
54,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
29,services,married,secondary,no,yes,no,cellular,jul,unknown,no
42,management,divorced,tertiary,no,no,no,telephone,jul,unknown,no
42,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
46,admin.,married,secondary,no,yes,no,telephone,jul,unknown,yes
59,management,married,secondary,no,no,no,telephone,jul,unknown,no
39,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
33,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
40,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
28,services,married,tertiary,no,yes,no,cellular,jul,unknown,no
32,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
44,housemaid,married,primary,no,no,yes,cellular,jul,unknown,no
49,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
49,blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
33,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
48,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
41,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
35,management,married,tertiary,no,yes,no,telephone,jul,unknown,no
47,management,single,tertiary,no,no,no,cellular,jul,unknown,no
35,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
43,management,married,tertiary,no,no,no,telephone,jul,unknown,no
47,entrepreneur,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
44,housemaid,married,primary,no,yes,yes,cellular,jul,unknown,no
44,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
39,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
56,retired,divorced,secondary,no,no,yes,cellular,jul,unknown,no
26,services,single,secondary,no,no,no,cellular,jul,unknown,no
51,housemaid,married,unknown,no,no,no,telephone,jul,unknown,no
39,services,married,secondary,no,yes,no,cellular,jul,unknown,no
32,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
45,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
37,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
43,entrepreneur,single,tertiary,no,no,yes,cellular,jul,unknown,no
42,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
54,services,married,secondary,no,no,no,telephone,jul,unknown,no
34,technician,married,tertiary,no,no,no,telephone,jul,unknown,no
58,housemaid,divorced,primary,no,no,no,telephone,jul,unknown,no
39,admin.,married,tertiary,no,no,no,cellular,jul,unknown,no
41,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
54,technician,married,primary,no,yes,no,telephone,jul,unknown,no
48,management,single,tertiary,no,yes,no,telephone,jul,unknown,no
47,services,single,secondary,no,no,no,cellular,jul,unknown,no
60,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
51,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
31,entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown,no
53,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
60,self-employed,single,tertiary,no,no,yes,cellular,jul,unknown,no
52,services,divorced,primary,yes,no,yes,cellular,jul,unknown,no
58,retired,divorced,tertiary,no,no,no,telephone,jul,unknown,no
52,services,married,secondary,no,no,yes,cellular,jul,unknown,no
35,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
48,management,married,tertiary,no,yes,yes,telephone,jul,unknown,no
39,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
49,services,divorced,secondary,no,no,yes,cellular,jul,unknown,no
43,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
56,unknown,married,unknown,no,no,no,telephone,jul,unknown,no
28,services,married,secondary,no,no,yes,telephone,jul,unknown,no
32,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
56,services,divorced,secondary,no,no,no,cellular,jul,unknown,no
58,unemployed,married,secondary,no,yes,no,telephone,jul,unknown,no
52,management,married,tertiary,no,no,no,telephone,jul,unknown,no
58,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
56,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
50,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
44,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
30,services,married,primary,no,yes,no,cellular,jul,unknown,no
25,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
31,blue-collar,single,unknown,no,yes,no,cellular,jul,unknown,no
27,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
52,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
52,blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
37,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
25,services,single,secondary,no,no,yes,cellular,jul,unknown,no
33,services,married,secondary,no,yes,no,cellular,jul,unknown,no
57,retired,married,primary,no,no,yes,telephone,jul,unknown,no
41,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,no
51,retired,married,secondary,no,no,no,cellular,jul,unknown,no
58,retired,married,primary,no,no,no,cellular,jul,unknown,no
39,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
26,technician,single,secondary,no,no,yes,cellular,jul,unknown,no
50,admin.,married,secondary,no,no,no,telephone,jul,unknown,yes
51,technician,divorced,unknown,no,yes,no,cellular,jul,unknown,no
38,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
46,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,yes
56,entrepreneur,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
27,technician,single,secondary,no,no,no,cellular,jul,unknown,no
33,unemployed,married,secondary,no,no,yes,cellular,jul,unknown,no
42,management,married,secondary,no,no,no,cellular,jul,unknown,no
47,management,single,tertiary,no,no,yes,cellular,jul,unknown,yes
27,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,no
28,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
49,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
42,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
41,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
55,services,married,unknown,no,yes,no,telephone,jul,unknown,no
49,management,married,tertiary,no,no,no,cellular,jul,unknown,no
